"","CPU.usage..MHZ.","Memory.usage..KB.","Disk.write.throughput..KB.s.","Network.received.throughput..KB.s.","Network.transmitted.throughput..KB.s."
"4686",131,1064934,9,1,5
"4687",142,888773,9,12,40
"4688",134,933652,10,1,6
"4689",131,894226,8,1,5
"4690",143,874512,11,1,5
"4691",142,1036832,10,11,40
"4692",132,989436,9,1,7
"4693",136,855219,9,1,5
"4694",137,981048,12,1,6
"4695",132,888773,7,1,5
"4696",135,947493,10,1,5
"4697",133,897162,10,1,6
"4698",132,922327,9,1,5
"4699",140,964270,9,11,40
"4700",135,939105,10,1,6
"4701",132,871996,8,1,5
"4702",142,721001,10,1,6
"4703",134,950429,10,1,6
"4704",131,835505,9,1,5
"4705",133,877448,9,1,6
"4706",135,939105,12,1,6
"4707",140,804887,8,11,40
"4708",135,885837,10,1,5
"4709",134,1033896,10,1,6
"4710",132,827117,10,1,5
"4711",142,986500,9,11,40
"4712",135,986500,10,1,6
"4713",140,885837,8,11,40
"4714",143,930716,10,1,5
"4715",143,1064934,10,11,40
"4716",131,1059062,9,1,5
"4717",136,961334,9,1,6
"4718",132,947493,11,1,6
"4719",139,880384,9,11,40
"4720",135,866124,10,1,5
"4721",136,899678,9,1,6
"4722",132,860671,9,1,5
"4723",142,947493,9,12,40
"4724",134,1022991,11,1,6
"4725",133,1006214,8,1,5
"4726",145,981048,10,1,5
"4727",133,989436,10,1,6
"4728",131,930716,9,1,5
"4729",139,1006214,10,12,40
"4730",130,1081711,12,1,7
"4731",139,947493,8,11,40
"4732",134,880384,10,1,5
"4733",134,947493,9,1,6
"4734",133,924844,9,1,5
"4735",135,885837,9,1,5
"4736",137,830053,11,1,6
"4737",132,1031379,8,1,5
"4738",151,941621,11,13,11
"4739",149,1073322,10,91,51
"4740",131,911003,9,1,5
"4741",142,1067450,9,12,40
"4742",132,944557,11,1,6
"4743",133,908067,8,1,6
"4744",134,927780,10,1,5
"4745",141,869060,10,11,40
"4746",134,919391,9,1,5
"4747",135,857735,9,1,5
"4748",136,950010,10,1,6
"4749",141,947493,8,11,40
"4750",142,880384,11,1,10
"4751",134,1137495,9,1,6
"4752",132,950010,9,1,5
"4753",142,1087164,9,12,40
"4754",135,947493,11,1,6
"4755",139,930716,8,11,40
"4756",134,922327,10,1,5
"4757",134,888773,9,1,6
"4758",132,1006214,9,1,5
"4759",141,930716,9,11,40
"4760",135,930716,10,1,6
"4761",133,754555,8,1,5
"4762",142,888773,10,1,5
"4763",135,1232706,9,1,6
"4764",131,989436,9,1,5
"4765",141,815792,9,11,40
"4766",135,955882,11,1,6
"4767",132,969723,8,1,5
"4768",135,922327,10,1,5
"4769",135,869060,9,1,6
"4770",135,790626,9,1,5
"4771",141,922327,9,11,40
"4772",135,897162,10,1,6
"4773",140,813276,8,11,40
"4774",140,955882,10,1,5
"4775",133,1022991,9,1,6
"4776",131,863607,9,1,5
"4777",145,860671,10,12,45
"4778",172,1053609,13,17,22
"4779",159,1045221,9,6,11
"4780",137,1042285,10,1,5
"4781",143,989436,9,11,40
"4782",132,975176,9,1,5
"4783",141,840958,9,12,40
"4784",135,947493,11,1,13
"4785",141,997825,8,11,40
"4786",146,964270,10,1,5
"4787",135,1073322,9,1,6
"4788",130,897162,9,1,5
"4789",142,838441,9,12,40
"4790",134,863607,12,1,6
"4791",140,947493,8,11,40
"4792",136,981048,10,1,5
"4793",135,762944,10,1,6
"4794",131,947493,9,1,5
"4795",136,810340,9,1,5
"4796",135,832569,10,1,6
"4797",134,746167,8,1,5
"4798",141,838441,10,1,5
"4799",142,1109393,9,11,40
"4800",133,941621,10,1,5
"4801",135,877448,10,1,5
"4802",132,852283,11,1,6
"4803",136,908067,8,11,40
"4804",132,955882,10,1,5
"4805",139,871996,10,11,40
"4806",130,905550,9,0,5
"4807",137,983564,9,1,6
"4808",134,1050673,10,1,6
"4809",138,908067,8,11,40
"4810",142,916455,11,1,5
"4811",140,1025507,10,11,41
"4812",131,911003,9,0,5
"4813",139,958818,9,11,43
"4814",130,919391,11,1,6
"4815",130,1020055,8,1,5
"4816",133,902614,10,1,5
"4817",132,880384,9,1,6
"4818",134,821664,9,1,5
"4819",142,1022991,9,12,40
"4820",132,1073322,11,1,6
"4821",134,981048,8,11,40
"4822",141,913939,10,1,5
"4823",132,897162,9,1,6
"4824",134,838441,9,1,5
"4825",133,846830,9,1,5
"4826",134,793562,11,1,6
"4827",132,821664,8,1,5
"4828",134,952946,10,1,5
"4829",134,913939,9,1,6
"4830",132,866124,9,1,5
"4831",141,978112,9,11,40
"4832",132,1048157,10,1,6
"4833",137,983564,8,11,40
"4834",137,846830,10,1,5
"4835",131,1101005,9,1,6
"4836",130,891290,9,1,12
"4837",137,869060,9,11,40
"4838",134,866124,11,1,6
"4839",139,897162,8,11,40
"4840",136,922327,10,1,5
"4841",137,975176,10,11,40
"4842",129,966787,9,1,5
"4843",134,840958,9,1,5
"4844",134,880384,10,1,6
"4845",138,927780,8,11,40
"4846",142,885837,10,1,5
"4847",139,1014602,10,12,40
"4848",131,981048,9,1,5
"4849",133,939105,9,1,5
"4850",154,888773,14,17,21
"4851",132,947493,8,1,5
"4852",134,913939,10,1,5
"4853",134,939105,9,1,6
"4854",126,972659,9,1,5
"4855",137,863607,9,11,40
"4856",132,955882,10,1,6
"4857",137,882901,8,11,40
"4858",143,888773,10,1,5
"4859",141,1090100,10,11,40
"4860",132,1003278,9,1,5
"4861",140,981048,9,11,40
"4862",136,952946,11,1,17
"4863",138,919391,8,11,40
"4864",134,843894,10,1,5
"4865",140,846830,10,11,40
"4866",133,981048,9,1,5
"4867",141,930716,10,11,43
"4868",135,936169,10,1,6
"4869",131,835505,8,1,5
"4870",140,916455,11,1,5
"4871",134,1042285,9,1,6
"4872",130,821664,9,1,5
"4873",139,1014602,9,11,40
"4874",135,1025507,11,1,6
"4875",136,891290,8,1,5
"4876",144,913939,10,1,5
"4877",135,888773,10,1,6
"4878",131,855219,9,1,5
"4879",141,880384,9,12,40
"4880",135,846830,10,1,6
"4881",131,913939,8,1,5
"4882",143,939105,10,11,10
"4883",145,1140431,10,19,44
"4884",133,997825,9,4,6
"4885",133,1064934,9,1,5
"4886",135,855219,11,1,6
"4887",133,952946,8,1,5
"4888",135,835505,10,1,5
"4889",142,824181,10,11,40
"4890",132,961334,10,1,5
"4891",133,857735,9,1,5
"4892",136,843894,10,1,6
"4893",139,992372,8,11,40
"4894",142,944557,10,1,5
"4895",136,1075839,10,1,6
"4896",134,924844,11,1,5
"4897",141,866124,9,11,40
"4898",126,874512,11,1,7
"4899",139,1134559,66,12,64
"4900",127,1132043,10,1,5
"4901",138,955882,10,12,40
"4902",131,869060,9,1,5
"4903",134,821664,9,1,5
"4904",129,796498,11,1,6
"4905",125,860671,8,1,5
"4906",135,1031379,10,1,5
"4907",129,1070386,9,1,6
"4908",128,897162,9,1,5
"4909",134,947493,9,1,5
"4910",130,863607,12,1,6
"4911",138,813276,8,11,40
"4912",135,922327,9,1,5
"4913",139,888773,10,11,40
"4914",116,746167,9,1,5
"4915",118,997825,9,1,5
"4916",119,1064934,11,1,6
"4917",125,779721,8,1,5
"4918",138,771332,10,1,5
"4919",131,1098488,9,1,6
"4920",130,958398,9,1,5
"4921",150,922327,9,11,40
"4922",135,874512,11,1,6
"4923",138,857735,8,11,40
"4924",135,888773,10,1,5
"4925",135,838441,9,1,6
"4926",132,849347,9,1,5
"4927",143,1006214,9,11,40
"4928",134,916455,10,1,6
"4929",132,877448,8,1,5
"4930",140,874512,10,1,5
"4931",139,1101005,10,12,40
"4932",132,986500,9,1,5
"4933",134,885837,9,1,5
"4934",130,838441,11,1,6
"4935",136,846830,8,11,40
"4936",134,866124,10,1,5
"4937",134,835505,10,1,6
"4938",133,874512,9,0,5
"4939",133,941621,9,1,5
"4940",133,947493,10,1,6
"4941",131,916455,8,1,5
"4942",141,821664,10,1,6
"4943",137,1224317,10,1,6
"4944",131,989436,8,1,5
"4945",135,838441,9,1,6
"4946",142,964270,42,1,6
"4947",126,1006214,7,1,5
"4948",134,922327,10,1,5
"4949",142,947493,10,11,40
"4950",683,1039768,107,1,5
"4951",133,966787,9,1,7
"4952",134,880384,10,1,6
"4953",133,950010,8,1,5
"4954",142,964270,10,1,5
"4955",141,1081711,10,12,40
"4956",130,916455,9,1,5
"4957",141,955882,9,11,40
"4958",141,902614,14,1,6
"4959",138,924844,8,11,40
"4960",134,888773,10,1,5
"4961",144,882901,10,11,40
"4962",132,983564,9,1,5
"4963",141,989436,9,11,40
"4964",135,924844,10,1,6
"4965",139,969723,8,11,40
"4966",140,936169,10,1,5
"4967",135,1000342,9,1,6
"4968",131,924844,9,1,5
"4969",133,941621,10,1,5
"4970",133,978112,11,1,6
"4971",136,1042285,9,11,40
"4972",131,933233,10,1,8
"4973",132,830053,10,1,6
"4974",130,830053,9,1,5
"4975",151,1006214,9,12,40
"4976",133,922327,11,1,6
"4977",136,880384,8,11,40
"4978",139,981048,10,1,5
"4979",139,1123654,9,11,40
"4980",130,930716,9,1,5
"4981",140,846830,9,12,40
"4982",134,944557,11,1,6
"4983",132,888773,8,1,5
"4984",135,972659,10,1,6
"4985",134,902614,9,1,6
"4986",132,882901,9,1,5
"4987",137,885837,9,1,5
"4988",136,768396,10,1,6
"4989",138,958818,8,11,40
"4990",141,1053609,10,1,6
"4991",140,1039768,10,11,40
"4992",131,975176,9,1,5
"4993",139,911003,9,1,6
"4994",146,852283,12,16,21
"4995",132,863607,8,1,5
"4996",137,874512,10,1,5
"4997",137,902614,10,1,6
"4998",134,992372,9,1,5
"4999",142,978112,9,11,40
"5000",136,911003,10,1,6
"5001",143,880384,8,11,40
"5002",142,1067450,9,1,6
"5003",141,1210057,10,12,40
"5004",132,1048157,8,1,5
"5005",142,939105,9,11,40
"5006",133,838441,11,1,6
"5007",132,905550,8,1,5
"5008",134,888773,10,1,5
"5009",143,813276,10,11,41
"5010",132,762944,9,1,5
"5011",134,871996,9,1,5
"5012",134,939105,10,1,6
"5013",132,1031379,8,1,5
"5014",141,941621,10,1,5
"5015",133,1003278,9,1,6
"5016",131,927780,9,1,5
"5017",132,919391,9,1,6
"5018",132,1011666,11,1,6
"5019",132,908067,8,1,5
"5020",134,835505,10,1,6
"5021",135,782238,10,1,6
"5022",132,894226,9,1,5
"5023",137,975176,9,1,5
"5024",134,924844,10,1,6
"5025",139,930716,8,11,40
"5026",135,952946,10,1,5
"5027",140,1126171,9,1,6
"5028",132,924844,9,1,5
"5029",143,860671,9,11,40
"5030",136,947493,12,1,6
"5031",138,1020055,8,11,40
"5032",136,880384,10,1,13
"5033",143,991953,10,11,40
"5034",135,1048157,9,1,7
"5035",151,964270,9,11,40
"5036",135,981048,10,1,6
"5037",138,922327,8,11,40
"5038",134,1031379,10,1,5
"5039",157,1157208,10,12,40
"5040",131,1006214,9,1,5
"5041",142,855219,9,11,40
"5042",133,947493,11,1,6
"5043",131,939105,8,1,5
"5044",136,821664,10,1,5
"5045",141,1017119,10,11,40
"5046",136,1129107,9,1,6
"5047",134,1078775,9,1,6
"5048",135,1008730,10,1,6
"5049",138,911003,8,11,40
"5050",135,894226,11,1,5
"5051",141,964270,10,1,6
"5052",131,969723,9,0,5
"5053",134,866124,9,1,5
"5054",133,930716,11,1,6
"5055",138,840958,8,11,40
"5056",134,919391,10,1,5
"5057",136,911003,10,1,6
"5058",132,860671,9,1,5
"5059",136,1048157,9,1,5
"5060",138,933233,11,1,6
"5061",137,933233,8,11,40
"5062",134,874512,10,1,5
"5063",146,1210057,10,11,40
"5064",130,894226,9,1,5
"5065",135,871996,9,1,6
"5066",134,997825,11,1,6
"5067",131,981048,8,1,5
"5068",135,830053,10,1,5
"5069",136,830053,9,1,6
"5070",132,897162,10,1,5
"5071",136,863607,9,1,6
"5072",137,863607,11,1,6
"5073",133,779721,8,1,5
"5074",135,972659,10,1,5
"5075",149,1098488,9,12,40
"5076",131,975176,9,1,5
"5077",140,818728,9,11,40
"5078",134,807404,11,1,6
"5079",151,894226,9,13,51
"5080",142,1045221,11,34,19
"5081",137,1053609,9,1,6
"5082",133,950010,9,1,5
"5083",137,1048157,10,1,11
"5084",137,855219,10,1,9
"5085",132,902614,8,1,5
"5086",135,936169,10,1,7
"5087",153,1260388,10,12,40
"5088",132,1036832,9,1,5
"5089",157,983564,10,16,46
"5090",132,1067450,12,1,6
"5091",130,899678,8,1,5
"5092",135,983564,10,1,5
"5093",135,894226,9,1,6
"5094",132,922327,9,1,5
"5095",137,897162,9,1,6
"5096",134,975176,11,1,22
"5097",139,958398,8,11,40
"5098",144,930716,11,5,17
"5099",153,1207540,10,2,8
"5100",131,1014602,9,1,5
"5101",134,880384,9,1,5
"5102",130,779721,11,1,6
"5103",138,930716,8,11,40
"5104",133,855219,10,1,5
"5105",134,897162,9,1,6
"5106",135,821664,9,1,5
"5107",140,939105,9,12,40
"5108",135,1056545,11,1,6
"5109",138,874512,8,11,40
"5110",134,849347,10,1,5
"5111",139,1123654,10,1,8
"5112",129,972659,9,1,5
"5113",139,950429,9,11,40
"5114",135,961334,11,1,6
"5115",137,894226,8,11,40
"5116",134,905550,10,1,5
"5117",134,924844,9,1,6
"5118",132,958398,9,1,5
"5119",133,897162,9,1,24
"5120",135,1006214,10,1,6
"5121",138,936169,8,11,40
"5122",135,860671,10,1,5
"5123",148,1151336,10,12,42
"5124",132,964270,9,1,5
"5125",136,855219,9,11,40
"5126",136,944557,11,1,6
"5127",141,1020055,8,11,43
"5128",136,1014602,10,1,5
"5129",143,894226,10,12,45
"5130",131,888773,9,0,5
"5131",140,930716,9,11,40
"5132",129,897162,11,1,6
"5133",130,939105,8,1,5
"5134",138,855219,10,1,5
"5135",147,964270,10,11,40
"5136",131,947493,9,1,5
"5137",141,897162,9,11,40
"5138",142,1064934,13,1,6
"5139",139,804887,8,11,40
"5140",135,796498,10,1,5
"5141",141,871996,10,12,40
"5142",132,857735,9,1,5
"5143",141,821664,9,11,40
"5144",135,785174,10,1,6
"5145",132,782238,8,1,5
"5146",136,969723,10,1,5
"5147",142,1179438,9,1,6
"5148",131,885837,9,1,5
"5149",146,757072,9,12,43
"5150",136,793562,12,1,6
"5151",138,972659,8,11,40
"5152",133,964270,10,1,5
"5153",135,1006214,9,1,10
"5154",132,855219,9,0,5
"5155",140,1014602,9,11,40
"5156",134,855219,10,1,6
"5157",131,734842,8,1,5
"5158",134,762944,10,1,5
"5159",141,1087164,9,1,6
"5160",131,986500,9,1,5
"5161",135,855219,9,1,5
"5162",135,1039768,11,1,6
"5163",132,880384,7,1,5
"5164",134,779721,10,1,6
"5165",141,964270,10,11,40
"5166",131,888773,9,0,5
"5167",142,897162,9,11,40
"5168",136,1031379,10,1,6
"5169",138,888773,8,11,40
"5170",137,981048,11,1,10
"5171",147,1293943,10,12,40
"5172",131,975176,9,1,5
"5173",141,877448,9,11,40
"5174",136,950010,11,1,6
"5175",133,807404,8,1,5
"5176",135,832569,10,1,5
"5177",142,799015,10,12,40
"5178",141,821664,9,4,13
"5179",173,1003278,10,21,25
"5180",135,1039768,10,1,6
"5181",132,905550,8,1,5
"5182",135,936169,10,1,5
"5183",143,1168114,9,1,6
"5184",133,944557,11,1,5
"5185",136,927780,9,1,5
"5186",125,947493,11,1,6
"5187",134,877448,65,2,30
"5188",128,1064934,10,1,6
"5189",138,936169,10,12,40
"5190",131,874512,9,1,5
"5191",133,958398,9,1,5
"5192",134,897162,11,1,6
"5193",140,863607,8,11,43
"5194",134,1031379,10,1,13
"5195",149,1157208,10,11,40
"5196",131,997825,8,0,5
"5197",134,855219,9,1,6
"5198",140,1064934,11,158,13
"5199",138,830053,8,11,40
"5200",131,897162,10,1,5
"5201",139,871996,10,11,40
"5202",116,981048,9,1,5
"5203",115,905550,9,1,5
"5204",113,916455,11,1,6
"5205",115,885837,7,1,5
"5206",130,905550,9,1,5
"5207",138,1022991,9,1,6
"5208",129,874512,9,1,5
"5209",134,1025507,9,1,5
"5210",134,855219,12,1,6
"5211",138,913939,8,11,40
"5212",133,952946,10,1,5
"5213",140,944557,10,12,40
"5214",132,905550,9,1,5
"5215",135,796498,9,1,5
"5216",135,913939,10,1,6
"5217",133,874512,8,1,8
"5218",135,871996,10,1,5
"5219",146,1165597,10,11,40
"5220",125,983564,9,1,5
"5221",133,919391,9,1,5
"5222",133,793562,11,1,6
"5223",137,961334,8,11,40
"5224",134,832569,10,1,5
"5225",139,897162,10,12,42
"5226",131,922327,9,1,5
"5227",134,947493,9,1,5
"5228",128,939105,10,1,6
"5229",132,855219,7,1,5
"5230",135,922327,10,1,5
"5231",148,1014602,10,11,40
"5232",131,1106877,8,1,5
"5233",139,838441,9,11,40
"5234",140,922327,44,1,6
"5235",125,989436,8,1,5
"5236",133,1000342,10,1,5
"5237",141,888773,10,12,40
"5238",131,866124,9,1,5
"5239",133,877448,9,1,5
"5240",134,1123654,11,1,6
"5241",132,939105,8,1,7
"5242",137,922327,10,1,5
"5243",139,1064934,9,1,6
"5244",131,922327,9,1,5
"5245",139,782238,9,11,40
"5246",144,852283,14,1,6
"5247",139,905550,8,11,40
"5248",134,902614,10,1,5
"5249",140,846830,10,11,40
"5250",131,939105,9,1,5
"5251",134,882901,9,1,5
"5252",135,1073322,11,1,6
"5253",138,874512,8,11,40
"5254",134,874512,10,1,5
"5255",147,997825,10,11,40
"5256",131,880384,9,1,5
"5257",133,704224,9,1,5
"5258",136,871996,11,1,6
"5259",141,846830,8,11,40
"5260",139,888773,10,1,5
"5261",140,897162,10,11,40
"5262",133,981048,9,1,5
"5263",137,922327,9,1,10
"5264",136,955882,11,1,6
"5265",141,880384,8,11,45
"5266",134,1031379,10,1,6
"5267",140,1090100,9,1,6
"5268",131,894226,9,1,5
"5269",141,830053,9,11,40
"5270",134,936169,11,1,6
"5271",130,852283,8,1,5
"5272",132,944557,10,1,5
"5273",136,888773,11,1,10
"5274",145,1011666,9,6,13
"5275",139,908067,9,12,40
"5276",134,891290,10,1,6
"5277",136,969723,8,11,40
"5278",134,1028443,10,1,5
"5279",163,1232706,10,18,51
"5280",181,1090100,10,12,23
"5281",133,1045221,9,1,5
"5282",151,947493,13,23,20
"5283",148,1064934,9,9,17
"5284",135,939105,10,1,9
"5285",132,877448,9,1,6
"5286",131,860671,9,1,5
"5287",135,835505,9,1,5
"5288",134,880384,10,1,6
"5289",137,936169,8,11,40
"5290",133,922327,10,1,5
"5291",149,1081711,10,12,41
"5292",129,964270,9,1,5
"5293",142,880384,9,11,40
"5294",133,897162,11,1,6
"5295",131,897162,8,1,5
"5296",134,771332,10,1,5
"5297",133,955882,9,1,6
"5298",130,888773,9,1,5
"5299",135,846830,9,1,10
"5300",163,1115265,12,70,78
"5301",137,1090100,8,11,51
"5302",132,950010,10,1,5
"5303",143,1045221,10,1,6
"5304",131,882901,9,1,13
"5305",137,939105,9,12,40
"5306",131,936169,12,1,6
"5307",137,961334,8,11,44
"5308",133,832569,10,1,6
"5309",140,871996,11,12,45
"5310",134,860671,12,1,10
"5311",136,1003278,9,1,10
"5312",159,919391,12,10,32
"5313",139,1022991,9,12,68
"5314",1595,1020055,15,9,37
"5315",2502,1243611,11,14,25
"5316",2565,1184891,11,70,74
"5317",2574,1039768,11,18,37
"5318",2564,981048,13,71,65
"5319",2550,1022991,9,58,79
"5320",2565,1165597,13,77,80
"5321",2599,1076258,11,62,60
"5322",2511,981048,8,0,0
"5323",2530,452565,9,1,9
"5324",2526,586783,11,65,7
"5325",2545,284793,8,11,35
"5326",2531,721001,10,75,9
"5327",2512,662281,9,1,1
"5328",2532,385457,9,0,0
"5329",2524,226073,9,1,1
"5330",2509,276405,11,1,5
"5331",2534,234462,8,0,4
"5332",2575,603560,10,205,9
"5333",2520,804887,9,1,1
"5334",2510,284793,9,0,0
"5335",2490,181194,8,0,1
"5336",2525,290246,10,1,1
"5337",2533,284793,8,62,46
"5338",2567,1017538,12,98,38
"5339",2532,1031379,11,55,26
"5340",2523,692899,9,0,4
"5341",2553,796498,10,21,20
"5342",2545,528063,11,31,15
"5343",2644,1025507,9,101,74
"5344",2521,1022991,11,32,12
"5345",2547,589300,10,33,39
"5346",2522,857735,9,11,10
"5347",2524,463471,9,11,35
"5348",2530,930716,11,15,15
"5349",2521,558681,10,70,24
"5350",2512,525127,10,14,7
"5351",2537,622854,9,1,1
"5352",2506,387973,9,0,0
"5353",2506,192519,8,1,0
"5354",2538,259627,12,1,1
"5355",2523,307023,7,11,35
"5356",2523,511286,10,1,0
"5357",2516,293182,10,11,35
"5358",2507,446693,8,0,0
"5359",2497,276405,9,0,0
"5360",2521,332189,11,77,26
"5361",2527,318348,8,0,12
"5362",2518,214748,10,0,2
"5363",2537,441241,10,12,40
"5364",2512,460954,8,0,0
"5365",2534,276405,9,1,5
"5366",2523,251239,11,0,0
"5367",2543,281857,8,11,39
"5368",2522,611949,10,1,5
"5369",2526,287310,10,11,35
"5370",2531,536451,9,1,1
"5371",2532,494508,9,11,40
"5372",2529,880384,11,12,12
"5373",2520,821664,9,8,10
"5374",2504,704224,12,0,0
"5375",2515,575459,10,11,47
"5376",2519,550293,9,4,12
"5377",2541,737778,10,21,50
"5378",2504,667733,11,0,0
"5379",2515,346030,7,0,0
"5380",2514,239914,10,1,4
"5381",2502,248303,9,1,2
"5382",2531,226073,9,0,4
"5383",2520,214748,8,0,0
"5384",2538,335125,11,7,14
"5385",2516,704224,9,16,60
"5386",2537,799015,10,12,19
"5387",2534,754555,9,1,1
"5388",2494,354419,8,0,0
"5389",2528,293182,9,18,40
"5390",2525,508350,11,7,5
"5391",2495,301570,7,0,0
"5392",2518,226073,10,0,0
"5393",2520,354419,10,25,54
"5394",2519,645503,9,2,6
"5395",2514,575459,10,153,181
"5396",2484,799015,11,16,11
"5397",2535,575459,8,11,35
"5398",2530,407686,10,59,11
"5399",2537,955882,10,108,10
"5400",2507,715129,8,0,4
"5401",2521,357355,9,17,8
"5402",2514,343513,11,4,2
"5403",2536,670669,9,20,49
"5404",2509,863607,10,1,5
"5405",2517,360291,10,28,7
"5406",2514,368679,8,0,0
"5407",2497,256691,9,1,1
"5408",2518,385457,11,11,6
"5409",2507,293182,8,0,0
"5410",2521,217684,10,0,0
"5411",2506,553229,9,1,1
"5412",2496,309959,8,0,0
"5413",2538,217684,8,0,0
"5414",2520,220201,11,0,0
"5415",2521,206360,7,11,35
"5416",2514,441241,10,0,0
"5417",2511,223137,9,1,1
"5418",2499,214748,8,0,0
"5419",2545,197971,9,11,35
"5420",2534,486120,10,0,0
"5421",2536,251239,7,11,35
"5422",2527,519674,10,0,0
"5423",2506,438305,9,1,3
"5424",2523,301570,8,0,0
"5425",2534,200907,9,0,0
"5426",2507,354419,12,1,1
"5427",2490,236978,8,0,4
"5428",2536,234462,9,8,3
"5429",2510,256691,10,36,19
"5430",2500,362807,9,4,3
"5431",2527,245367,8,1,0
"5432",2502,153092,10,1,0
"5433",2517,251239,8,11,35
"5434",2534,541904,10,0,3
"5435",2525,642567,10,11,35
"5436",2523,550293,8,0,0
"5437",2539,251239,9,11,35
"5438",2534,393845,11,0,0
"5439",2537,242850,8,11,35
"5440",2517,553229,10,0,1
"5441",2525,234462,9,1,1
"5442",2525,167353,8,0,0
"5443",2531,200907,9,11,36
"5444",2531,477731,10,1,1
"5445",2548,211812,8,11,35
"5446",2507,402234,10,0,0
"5447",2502,679058,9,1,1
"5448",2531,343513,9,0,0
"5449",2533,220201,9,11,35
"5450",2504,396362,12,31,10
"5451",2527,413139,9,76,61
"5452",2549,586783,10,0,0
"5453",2531,251239,9,1,3
"5454",2532,142187,8,0,0
"5455",2520,209296,9,0,0
"5456",2529,256691,10,0,0
"5457",2543,278921,7,0,0
"5458",2515,220201,9,0,0
"5459",2526,441241,9,1,1
"5460",2526,410622,9,0,0
"5461",2531,295698,9,11,41
"5462",2492,572522,11,0,0
"5463",2509,281857,7,0,0
"5464",2528,572522,11,40,9
"5465",2508,628726,10,1,1
"5466",2496,326736,9,0,0
"5467",2533,281857,8,0,0
"5468",2533,236978,10,0,0
"5469",2534,181194,7,0,0
"5470",2546,236978,11,1,5
"5471",2514,505414,9,11,35
"5472",2540,617402,10,0,0
"5473",2531,315412,9,11,35
"5474",2533,561617,11,0,0
"5475",2516,424464,65,12,61
"5476",2519,572522,9,0,0
"5477",2517,281857,9,1,1
"5478",2507,169869,8,0,0
"5479",2510,150576,9,0,0
"5480",2527,245367,10,0,0
"5481",2526,211812,8,1,5
"5482",2541,570006,11,40,6
"5483",2499,721001,9,1,2
"5484",2523,695835,9,0,8
"5485",2507,329253,9,11,35
"5486",2493,645503,11,158,8
"5487",2507,385457,7,0,0
"5488",2508,209296,9,0,0
"5489",2522,234462,9,1,1
"5490",2514,217684,9,0,0
"5491",2528,214748,9,11,35
"5492",2524,519674,10,1,0
"5493",2531,276405,8,11,35
"5494",2527,553229,9,0,0
"5495",2515,538968,9,1,1
"5496",2505,332189,9,0,0
"5497",2507,217684,8,1,0
"5498",2520,189583,11,0,0
"5499",2509,251239,7,11,35
"5500",2512,351902,9,0,0
"5501",2533,231526,10,1,1
"5502",2507,217684,8,0,0
"5503",2500,211812,8,1,0
"5504",2525,307023,10,1,0
"5505",2526,281857,8,11,35
"5506",2488,595172,9,0,0
"5507",2518,567070,9,11,35
"5508",2503,508350,8,0,0
"5509",2527,337641,10,11,35
"5510",2514,564134,10,0,0
"5511",2531,393845,8,11,35
"5512",2523,639631,10,0,0
"5513",2518,276405,10,1,5
"5514",2523,323800,8,0,0
"5515",2541,203424,9,1,0
"5516",2499,251239,10,1,1
"5517",2514,276405,7,0,0
"5518",2523,251239,9,0,0
"5519",2528,516738,9,11,35
"5520",2531,645503,8,0,0
"5521",2519,335125,8,0,0
"5522",2527,362807,43,0,1
"5523",2542,360291,7,0,0
"5524",2523,268016,9,0,1
"5525",2522,242850,9,1,1
"5526",2516,226073,8,0,0
"5527",2521,318348,9,1,1
"5528",2523,192519,10,0,0
"5529",2524,309959,9,11,36
"5530",2519,628726,9,0,0
"5531",2513,670669,9,1,1
"5532",2517,346030,9,0,0
"5533",2532,251239,9,11,35
"5534",2519,513802,14,0,0
"5535",2525,253755,7,0,0
"5536",2534,284793,9,1,1
"5537",2522,220201,9,1,1
"5538",2504,268016,8,0,1
"5539",2555,301570,9,11,35
"5540",2527,676122,10,0,0
"5541",2535,371196,8,11,35
"5542",2544,664797,10,0,0
"5543",2539,544840,9,11,35
"5544",2512,555745,8,0,0
"5545",2545,312476,9,11,35
"5546",2500,522191,11,0,0
"5547",2529,320864,7,11,35
"5548",2547,444177,9,0,0
"5549",2526,242850,10,1,1
"5550",2504,278921,9,0,0
"5551",2534,253755,8,11,35
"5552",2519,533515,10,0,1
"5553",2538,343513,8,11,35
"5554",2531,650956,9,0,0
"5555",2521,488636,9,1,1
"5556",2524,360291,8,0,0
"5557",2519,239914,9,11,36
"5558",2504,502897,11,0,0
"5559",2524,312476,7,0,0
"5560",2519,276405,9,0,0
"5561",2522,239914,9,11,35
"5562",2531,553229,8,0,0
"5563",2528,337641,9,11,35
"5564",2502,360291,10,0,0
"5565",2524,251239,8,11,35
"5566",2525,486120,10,3,2
"5567",2492,541904,9,11,36
"5568",2503,662281,9,0,0
"5569",2532,340577,9,12,35
"5570",2511,729389,12,16,16
"5571",2513,351902,8,11,35
"5572",2513,452565,9,0,0
"5573",2518,421528,10,11,15
"5574",2504,687446,8,0,0
"5575",2524,320864,9,11,35
"5576",2534,516738,11,15,8
"5577",2522,648020,9,18,48
"5578",2555,793562,10,17,26
"5579",2524,989436,11,26,54
"5580",2548,1050673,9,7,10
"5581",2538,689963,9,1,5
"5582",2511,348966,11,0,0
"5583",2544,281857,7,0,1
"5584",2519,432852,10,1,2
"5585",2535,287310,10,11,35
